data_dim,rho,num_seeds,selected_epoch_mean,selected_epoch_std,selected_eval_w1_mean,selected_eval_w1_std,selected_eval_mean_error_mean,selected_eval_mean_error_std,selected_eval_diag_var_error_mean,selected_eval_diag_var_error_std,selected_checkpoint_score_mean,selected_checkpoint_score_std,best_epoch_mean,best_epoch_std,best_eval_w1_mean,best_eval_w1_std,best_eval_mean_error_mean,best_eval_mean_error_std,best_eval_diag_var_error_mean,best_eval_diag_var_error_std,best_checkpoint_score_mean,best_checkpoint_score_std
10,0.5,3,116.66666666666667,11.785113019775793,2.3961927515120673,0.06819673900493012,0.09461902578671773,0.01934759087570885,0.2730321486790975,0.01531465221615881,2.6786868027698367,0.05289809391946437,116.66666666666667,11.785113019775793,2.3961927515120673,0.06819673900493012,0.09461902578671773,0.01934759087570885,0.2730321486790975,0.01531465221615881,2.6786868027698367,0.05289809391946437
10,0.8,3,100.0,20.412414523193153,2.5755432123592072,0.20083021769040652,0.2678857197364171,0.10637420405148432,0.39169856905937195,0.09495858385918403,2.9940303533922212,0.09780534909328133,100.0,20.412414523193153,2.5755432123592072,0.20083021769040652,0.2678857197364171,0.10637420405148432,0.39169856905937195,0.09495858385918403,2.9940303533922212,0.09780534909328133
20,0.5,3,58.333333333333336,11.785113019775793,3.9341527144285773,0.31640539521334077,0.33140476047992706,0.15755951110309238,0.6589074532190958,0.23373396614473035,4.6262006436956655,0.09449171545161437,58.333333333333336,11.785113019775793,3.9341527144285773,0.31640539521334077,0.33140476047992706,0.15755951110309238,0.6589074532190958,0.23373396614473035,4.6262006436956655,0.09449171545161437
20,0.8,3,75.0,0.0,4.097023696612554,0.07146807463101498,0.5685148338476816,0.2639752992400746,0.6277212301890055,0.006550837648994259,4.781596410186328,0.07646806045356243,75.0,0.0,4.097023696612554,0.07146807463101498,0.5685148338476816,0.2639752992400746,0.6277212301890055,0.006550837648994259,4.781596410186328,0.07646806045356243
