data_dim,rho,num_seeds,product_minus_diag_w1_mean,product_minus_diag_w1_std,product_minus_diag_w2_mean,product_minus_diag_w2_std,w1diag_minus_diag_w1_mean,w1diag_minus_diag_w1_std,w1diag_minus_diag_w2_mean,w1diag_minus_diag_w2_std,product_minus_w1diag_w1_mean,product_minus_w1diag_w1_std,product_minus_w1diag_w2_mean,product_minus_w1diag_w2_std,wgan_minus_diag_w1_mean,wgan_minus_diag_w1_std,wgan_minus_diag_w2_mean,wgan_minus_diag_w2_std,wgan_minus_w1diag_w1_mean,wgan_minus_w1diag_w1_std,wgan_minus_w1diag_w2_mean,wgan_minus_w1diag_w2_std
10,0.5,3,0.1547811956251519,0.01945415882302336,0.13256625203081387,0.025221954980684223,-0.12428964117457945,0.035637127888379874,-0.06735044819937637,0.02610490304801743,0.2790708367997314,0.05200959878916974,0.19991670023019026,0.04197138222462339,-0.08741851330234744,0.018145511252070163,-0.06541145724336979,0.008492285085358799,0.03687112787223201,0.021825193280152692,0.001938990956006581,0.023816588753060145
10,0.8,3,0.4769937451370045,0.04256117963440576,0.3961038327986273,0.04949781117173535,-0.10265433778591133,0.030625495138353425,0.00022857104250665708,0.030208252170178803,0.5796480829229158,0.06584008089185256,0.3958752617561207,0.0655400274423823,-0.10910167633784977,0.014285830335065548,-0.0271038412523296,0.034530614731400955,-0.006447338551938427,0.03161099661005808,-0.027332412294836256,0.04526484977687848
20,0.5,3,0.3533182974100946,0.008804326589824005,0.33590918287172694,0.013285103022743279,-0.3688669401347447,0.0248592360610868,-0.2806269101829824,0.025602524615948825,0.7221852375448393,0.020148280165951507,0.6165360930547094,0.012947169205528138,-0.19539265307920495,0.019322656523340562,-0.16020462284117118,0.02944959796927914,0.17347428705553977,0.0056184469655404246,0.12042228734181126,0.00993838932074895
20,0.8,3,0.860020310418796,0.04782225097289554,0.7088581968046848,0.03299251673949239,-0.2368955124778583,0.019226850722257292,-0.10525661818223941,0.008690146676546447,1.0969158228966542,0.056452137032816936,0.8141148149869242,0.031117180062915622,-0.16399298578244967,0.024613727194206254,-0.08867682307302142,0.010704436551330016,0.07290252669540864,0.008224294946372418,0.016579795109217994,0.005641604558648523
