rho,num_seeds,theoretical_diag_var,diag_var_1_mean,diag_var_1_std,diag_var_2_mean,diag_var_2_std,diag_var_mean_mean,diag_var_mean_std,gaussian_w2_mean,gaussian_w2_std
0.0,10,1.0,0.9972443282604218,0.020803625356670147,0.9940399110317231,0.014956668965349834,0.9956421315670013,0.011721899544433706,0.003453665706073804,0.002323819957569457
0.2,10,0.9898979485566356,0.9870898067951203,0.020496415825717828,0.9842991828918457,0.014864952616514583,0.9856944978237152,0.0118658635144309,0.1426098959728969,0.004914262822447066
0.4,10,0.9582575694955839,0.9554591953754425,0.019759205706707438,0.9532481849193573,0.01403480124355083,0.9543536841869354,0.011972345349698698,0.28925302256824403,0.006333784187563613
0.6,10,0.9,0.8972861468791962,0.01849116289011912,0.895816707611084,0.01272092982935959,0.8965514242649079,0.012038705336156173,0.44729775458777804,0.007961682927151293
0.8,10,0.7999999999999999,0.7974839866161346,0.016390838886822953,0.7969333469867707,0.011524014584517791,0.7972086668014526,0.012003282793427458,0.6321632532157707,0.009535357586206656
