data_dim,rho,num_seeds,selected_epoch_mean,selected_epoch_std,selected_eval_w1_mean,selected_eval_w1_std,selected_eval_mean_error_mean,selected_eval_mean_error_std,selected_eval_diag_var_error_mean,selected_eval_diag_var_error_std,selected_checkpoint_score_mean,selected_checkpoint_score_std,best_epoch_mean,best_epoch_std,best_eval_w1_mean,best_eval_w1_std,best_eval_mean_error_mean,best_eval_mean_error_std,best_eval_diag_var_error_mean,best_eval_diag_var_error_std,best_checkpoint_score_mean,best_checkpoint_score_std
20,0.5,3,75.0,0.0,4.3279646776084135,0.04426686293991932,0.24282780786355337,0.08142754062073866,0.2841690381368001,0.05390388144216922,5.01771665781379,0.15167217440111114,75.0,0.0,4.3279646776084135,0.04426686293991932,0.24282780786355337,0.08142754062073866,0.2841690381368001,0.05390388144216922,5.01771665781379,0.15167217440111114
20,0.8,3,75.0,0.0,4.097023696612554,0.07146807463101498,0.5685148338476816,0.2639752992400746,0.6277212301890055,0.006550837648994259,5.636723573914407,0.16035248234585858,75.0,0.0,4.097023696612554,0.07146807463101498,0.5685148338476816,0.2639752992400746,0.6277212301890055,0.006550837648994259,5.636723573914407,0.16035248234585858
