data_dim,rho,seed,selected_epoch,selected_eval_w1,selected_eval_mean_error,selected_eval_diag_var_error,selected_checkpoint_score,best_epoch,best_eval_w1,best_eval_mean_error,best_eval_diag_var_error,best_checkpoint_score
20,0.5,0,75.0,4.342300845229376,0.3438349962234497,0.31586337089538574,5.145945085131872,75.0,4.342300845229376,0.3438349962234497,0.31586337089538574,5.145945085131872
20,0.5,1,75.0,4.373571478499561,0.14443029463291168,0.32836389541625977,5.102514416648536,75.0,4.373571478499561,0.14443029463291168,0.32836389541625977,5.102514416648536
20,0.5,2,75.0,4.268021709096304,0.2402181327342987,0.20827984809875488,4.8046904716609635,75.0,4.268021709096304,0.2402181327342987,0.20827984809875488,4.8046904716609635
20,0.8,0,75.0,4.161995748815981,0.3060506582260132,0.6184573173522949,5.551935712633577,75.0,4.161995748815981,0.3060506582260132,0.6184573173522949,5.551935712633577
20,0.8,1,75.0,3.997489159255535,0.46983638405799866,0.6322814226150513,5.496970196514637,75.0,3.997489159255535,0.46983638405799866,0.6322814226150513,5.496970196514637
20,0.8,2,75.0,4.131586181766147,0.9296574592590332,0.6324249505996704,5.861264812595004,75.0,4.131586181766147,0.9296574592590332,0.6324249505996704,5.861264812595004
