method,num_seeds,w1_mean,w1_std,w2_mean,w2_std,mean_error_mean,mean_error_std,var_error_mean,var_error_std,corr_mean,corr_std
Best diagonal Gaussian,100,0.5310079678790779,0.03080511800491425,0.6635572659658976,0.03517494285973732,0.03794134251307696,0.020446357785741307,0.2008273234963417,0.03591086770503734,-0.0006816788093419745,0.023917619808931385
Product marginals,100,0.5502455056455388,0.029433483078918767,0.6869004415518577,0.03495117864349701,0.04206315172836184,0.02375053342946504,0.03904997915029526,0.02036959634752036,0.0005248858177219518,0.01935036940374339
WGAN,100,0.5883663049858865,0.046447167327425806,0.7249514151500374,0.053539637265767936,0.1154932930879295,0.059327211814126916,0.26449680037796497,0.11508572059679392,-0.001154754243325442,0.022756061793999388
