rho,num_seeds,theoretical_diag_var,diag_var_1_mean,diag_var_1_std,diag_var_2_mean,diag_var_2_std,diag_var_mean_mean,diag_var_mean_std,gaussian_w2_mean,gaussian_w2_std
0.0,1,1.0,0.7941666841506958,0.0,0.9751614928245544,0.0,0.8846640586853027,0.0,0.08584119453381166,0.0
