rho,num_seeds,product_minus_diag_w1_mean,product_minus_diag_w1_std,product_minus_diag_w2_mean,product_minus_diag_w2_std,wgan_minus_diag_w1_mean,wgan_minus_diag_w1_std,wgan_minus_diag_w2_mean,wgan_minus_diag_w2_std
0.0,1,-0.09582214614706075,0.0,-0.08480015138393882,0.0,0.5994692718326973,0.0,0.6692127822649504,0.0
