data_dim,rho,seed,product_minus_diag_w1,product_minus_diag_w2,wgan_minus_diag_w1,wgan_minus_diag_w2
2,0.2,0,0.00667352869241189,0.01811719437495496,0.017408490206561822,0.04543223982989364
2,0.2,1,-0.04402857466926652,-0.030057726322576972,-0.10634777983538174,-0.10404404565071668
2,0.2,2,-0.0010301676467100451,0.016121943875278932,-0.010497931263023064,-0.01239472065294095
2,0.2,3,0.036831942262090744,0.04284770971134938,0.04676835423328196,0.024148220640122786
2,0.2,4,0.041578139723198904,0.008711790254410101,0.010994088706688887,-0.0062572289219776644
2,0.2,5,0.0023228175043630284,-0.01269512740269313,0.04129424289404693,0.04215606999018434
2,0.2,6,-0.04334605049142076,-0.06726208630818148,0.018994212595211835,0.008238761549227702
2,0.2,7,0.01553501184206324,0.004333575145659296,-0.028828275254950658,-0.04085311984793699
2,0.2,8,-0.06934443308063432,-0.05377501918848854,-0.02914304296986575,-0.024584089921106667
2,0.2,9,-0.0036828537120721094,-0.007613784518288924,-0.016169710424727535,-0.03128913987060916
2,0.5,0,0.03711265620061227,0.07290421296324051,-0.026703750651453917,-0.023273297950054506
2,0.5,1,0.00044123634290021974,-0.02309910102763424,0.07315760666191412,0.0722905576523305
2,0.5,2,0.07069525595262405,0.09060869956810597,0.13504052423603607,0.1684758922233211
2,0.5,3,0.000838971162661073,-0.012921213091866002,0.0005792343039245917,-0.024215056650872202
2,0.5,4,0.019459582969053646,0.04321610084871186,0.0349045342598881,0.04862558976916659
2,0.5,5,0.06434479421732187,0.10553441408254777,0.026734718634399968,0.04124530022498857
2,0.5,6,-0.004317918491546724,0.01751369266673919,0.032993226536729925,0.08270819839662702
2,0.5,7,0.0985983568750739,0.09993372420065877,0.0323918742461381,0.02148227889420884
2,0.5,8,-0.04022455788008128,-0.03631566743049558,0.06107287639858733,0.07819253091593048
2,0.5,9,0.023800981745187633,0.05546620141272601,0.002642462109091026,0.023842641435766365
2,0.8,0,-0.05114262395781377,-0.07330435235544197,0.020017847618244766,0.006206129858261966
2,0.8,1,-0.04121454921946455,-0.03134297409591558,-0.10765609012676702,-0.11633457432858552
2,0.8,2,-0.04830382280581447,-0.04050723695655234,-0.059201849568341625,-0.052027532459952286
2,0.8,3,-0.10357298293207995,-0.0939880183462215,-0.06317248873320735,-0.05968017981776197
2,0.8,4,-0.028150031444172052,-0.01205010703164855,-0.0792346423675111,-0.06604127836011942
2,0.8,5,0.09443819365142103,0.11012080188009465,0.07754930456053888,0.08496114926134124
2,0.8,6,-0.0298234859961507,-0.05735676595860828,-0.0042032447901083625,-0.006023380947954737
2,0.8,7,0.055060826583096856,0.03925982958783947,-0.006672005850726803,-0.004250708442381956
2,0.8,8,0.05028777067482626,0.0579176851916825,0.009477784758803454,0.0040173318154591575
2,0.8,9,0.03985815811968374,0.04058482862989643,0.0659807219078038,0.0778992501918464
5,0.2,0,-0.04161768288515599,-0.06914279281127556,-0.007443229523103279,-0.010499327085129684
5,0.2,1,-0.008845544013476925,-0.0005879482963564442,9.681752404966382e-05,-0.003395812266745901
5,0.2,2,0.02680886152140638,0.03376096895171932,0.0012788189491916846,0.0044241269844886855
5,0.2,3,-0.011865203292774185,-0.022692579034604643,-0.0010419272883408492,-0.010273329916602236
5,0.2,4,-0.007886275266573595,-0.00996602094916943,-0.08309142326990626,-0.08936286941008231
5,0.2,5,0.027966951222319958,0.033645306881474824,0.021669106940224836,0.04981271329996839
5,0.2,6,0.01595466456746597,0.026368382382498723,-0.011806941558371475,-0.01265240243396204
5,0.2,7,0.00999872515423017,0.005334921659477798,-0.0404852782173728,-0.03827530200996909
5,0.2,8,-0.021437716540807727,-0.031012986899981776,-0.04742226326313248,-0.051916745897500505
5,0.2,9,-0.03674258113580975,-0.04835465171371012,-0.04403938268541907,-0.054796037703148226
5,0.5,0,0.14780801940683985,0.15454508541017598,0.0318153502293288,0.04682414973721416
5,0.5,1,0.06680750715592776,0.06794844576191283,-0.042282410146801785,-0.05235102655244428
5,0.5,2,0.05572873142306167,0.04206329739374848,-0.01555177241935457,0.004721153143605772
5,0.5,3,0.08353464837889146,0.08335973889651327,-0.003497674161327957,0.005849685174964314
5,0.5,4,0.06833021012650131,0.04460966015962575,-0.00068054214079738,-0.00808355151282325
5,0.5,5,0.07929818894827068,0.07343423933439941,-0.027223119486516456,-0.021791598520679134
5,0.5,6,0.10090687922888275,0.09587876342654766,-0.033875752535758696,-0.041452727863766636
5,0.5,7,0.05624304283393178,0.05296843714461441,-0.016918245459850878,-0.004189870241791294
5,0.5,8,0.08793756642382045,0.08070408344822733,-0.020537040794362804,0.002521541233559521
5,0.5,9,0.090303391542359,0.05846069190058012,-0.04035636175837798,-0.04541801131088752
5,0.8,0,0.28018813070387694,0.265840235511384,0.012461898921797276,0.07118928553279558
5,0.8,1,0.10731472969971345,0.0507919921720561,-0.05775639654229203,-0.03348257729149462
5,0.8,2,0.18692646518050715,0.13867685012071052,-0.03583997850631038,-0.007839219675508602
5,0.8,3,0.13785660743258088,0.11309497545575042,-0.048564967975078144,-0.03426608217180904
5,0.8,4,0.20353435184739954,0.15447591963665674,-0.05520513292546081,-0.06272287601563376
5,0.8,5,0.18954197729787037,0.13636192024869587,-0.017345423534776083,-0.00928179910840865
5,0.8,6,0.22589459599240058,0.17800849577517375,-0.036084380378238246,-0.0021001032519054608
5,0.8,7,0.2316227380618272,0.20913023913439654,0.0002611334624160744,0.028151261931837146
5,0.8,8,0.18398617091347846,0.15068688478479997,-0.02890322694495695,-0.025941064970940175
5,0.8,9,0.15015608827571758,0.10044633104753942,-0.06829806341611411,-0.05058162382259024
10,0.2,0,0.09479311070246732,0.08492325073482254,0.002376841484410974,-0.009758925228326998
10,0.2,1,-0.02040425495795306,-0.02875438514304207,-0.0421395693791613,-0.047762690503016625
10,0.2,2,0.08972440170359697,0.08318798287367368,-0.001920375468894342,0.030113626699540763
10,0.2,3,-0.046045208792145687,-0.046270537902193265,-0.07317315023567517,-0.07690782577506106
10,0.2,4,0.05786419542374022,0.05681243383352408,-0.09815893411325272,-0.08370789516250454
10,0.2,5,-0.014211640270382464,-0.025249534578553057,-0.0551789604010815,-0.06463445871038154
10,0.2,6,-0.0009927986813864642,0.0013642088977192657,-0.020345326668210095,0.00859472361623359
10,0.2,7,0.039884127871660624,0.03448878422362034,-0.08258474222351708,-0.05702359811163893
10,0.2,8,0.01178667116986487,0.009976160488366581,-0.09513139199944032,-0.058317607043251396
10,0.2,9,0.06798301593138323,0.06365839458960831,-0.06397608264197574,-0.0317521958728717
10,0.5,0,0.14799818872462422,0.1174599038546229,-0.051716852640731226,0.020535731691313508
10,0.5,1,0.18126359676926196,0.1681027998103759,-0.11000954846698896,-0.022453745815719017
10,0.5,2,0.13508180138156956,0.11213605242744284,-0.02991373086513649,0.005648319924204337
10,0.5,3,0.16815123318668768,0.14319917988389852,-0.1022656116809757,-0.02795197815407935
10,0.5,4,0.15351942732065238,0.15086108783344754,-0.10948438992274712,-0.031090147998033224
10,0.5,5,0.16920933081249467,0.15198083415765584,-0.09308762673850035,-0.040776454609028345
10,0.5,6,0.2008256591094959,0.16801545486321112,-0.08324859463903733,-0.036161728418140804
10,0.5,7,0.19111756482218611,0.1881806042298133,-0.0578098888004952,0.005800732594351654
10,0.5,8,0.0989900507301904,0.09905667456409972,-0.10747179114012306,-0.016811466665202168
10,0.5,9,0.14533929448435234,0.12601741311871795,-0.09952158797721111,-0.04718215341410259
10,0.8,0,0.5358563427178096,0.4658401249723405,-0.09253522769740696,0.024651115956457748
10,0.8,1,0.4584517517578015,0.3664975429988653,-0.10712703283168334,-0.014167228104339014
10,0.8,2,0.4366731409354023,0.35597383042467623,-0.06652139169627658,0.0218854197523064
10,0.8,3,0.5044350438060081,0.40330481313278943,-0.1534053096430097,-0.0662664371668229
10,0.8,4,0.3830576924592157,0.2730222206268582,-0.10213127658759102,-0.025239651486821835
10,0.8,5,0.40624518621383965,0.3243690929302576,-0.11850790406109324,-0.03108054864081966
10,0.8,6,0.4122715151353762,0.34948384207442285,-0.11003614375436177,0.0025321716635109404
10,0.8,7,0.4157654576369274,0.3050644327752612,-0.13523266726734073,-0.06847224908190297
10,0.8,8,0.3990174229156991,0.30371729312155793,-0.08687356792441525,0.014545855338583102
10,0.8,9,0.4309949459719684,0.3346208259026615,-0.11425817355323087,-0.04198344382439023
20,0.2,0,0.04446324024675441,0.04495425682777476,-0.418389403564678,-0.3922010761411965
20,0.2,1,0.08452675538778198,0.0922755738947636,-0.3996000333608323,-0.35349602946945247
20,0.2,2,0.08825404164277284,0.09202047575515238,-0.44525794262440455,-0.4308286642216994
20,0.2,3,0.08178221715182854,0.08089750781923577,-0.4199005883839062,-0.3829965987244255
20,0.2,4,0.17701846378352393,0.16361927769706064,-0.3967436129923705,-0.3782717127919919
