mean_error,diag_var_error,offdiag_cov_error,cov_fro_error,avg_abs_corr,w1,w2,data_dim,rho,seed,method
0.041701484471559525,0.05627161264419556,0.20007392764091492,0.2957932651042938,0.0017964714206755161,0.2741973801718262,0.34655245172239557,2,0.2,0,Best diagonal Gaussian
0.0781799927353859,0.040420323610305786,0.18643467128276825,0.26986467838287354,0.011953824199736118,0.2808709088642381,0.36466964609735053,2,0.2,0,Product marginals
0.01215564738959074,0.013052403926849365,0.18800483644008636,0.2667059898376465,0.010357692837715149,0.29160587037838803,0.3919846915522892,2,0.2,0,WGAN
0.1004008874297142,0.12507906556129456,0.19502763450145721,0.34122079610824585,0.04227036237716675,0.2603809836638046,0.3306644146839745,2,0.2,1,WGAN
0.04281773045659065,0.07229381799697876,0.26907071471214294,0.3946404457092285,0.035816740244627,0.3227001888299198,0.4046507340121142,2,0.2,1,Product marginals
0.06792834401130676,0.02460581064224243,0.23148804903030396,0.3292195796966553,0.0015023808227851987,0.3667287634991863,0.4347084603346912,2,0.2,1,Best diagonal Gaussian
0.09755075722932816,0.0790908932685852,0.19889049232006073,0.3038162589073181,0.013724270276725292,0.3025500359807173,0.36277367993078385,2,0.2,2,WGAN
0.10449162870645523,0.04275283217430115,0.17410515248775482,0.2540178596973419,0.01281184982508421,0.3120177995970303,0.39129034445900374,2,0.2,2,Product marginals
0.09565352648496628,0.038071006536483765,0.20737731456756592,0.29817891120910645,0.02117408812046051,0.31304796724374034,0.3751684005837248,2,0.2,2,Best diagonal Gaussian
0.0532488115131855,0.04823926091194153,0.20594747364521027,0.29921460151672363,0.017940834164619446,0.25616248217581505,0.3394375919498345,2,0.2,3,Best diagonal Gaussian
0.02866552211344242,0.0798092782497406,0.18031194806098938,0.2825443744659424,0.007631069980561733,0.2929944244379058,0.3822853016611839,2,0.2,3,Product marginals
0.0324118472635746,0.04495644569396973,0.15476523339748383,0.22908669710159302,0.03370602801442146,0.302930836409097,0.3635858125899573,2,0.2,3,WGAN
0.04145192727446556,0.0335942804813385,0.19046087563037872,0.2746930718421936,0.017308469861745834,0.3077939643752436,0.40783077564186376,2,0.2,4,Best diagonal Gaussian
0.06131213530898094,0.042237669229507446,0.19367818534374237,0.28299108147621155,0.01410598773509264,0.3187880530819325,0.4015735467198861,2,0.2,4,WGAN
0.10601487755775452,0.009094834327697754,0.18341360986232758,0.2597121596336365,0.023741796612739563,0.3493721040984425,0.41654256589627386,2,0.2,4,Product marginals
0.08981785923242569,0.08475923538208008,0.17591260373592377,0.28108149766921997,0.01180399302393198,0.28183553595941435,0.37281213957228937,2,0.2,5,Best diagonal Gaussian
0.10841741412878036,0.05584344267845154,0.2679245173931122,0.39176419377326965,0.0827052965760231,0.2841583534637774,0.36011701216959624,2,0.2,5,Product marginals
0.09257708489894867,0.10775122046470642,0.20125621557235718,0.3276996612548828,0.01519579254090786,0.3231297788534613,0.4149682095624737,2,0.2,5,WGAN
0.06535491347312927,0.03261581063270569,0.16007713973522186,0.23107658326625824,0.023285696282982826,0.28258080905311395,0.353895745417971,2,0.2,6,Product marginals
0.05974508821964264,0.011420369148254395,0.17342445254325867,0.24579066038131714,0.00990546029061079,0.3259268595445347,0.42115783172615245,2,0.2,6,Best diagonal Gaussian
0.07014993578195572,0.05134591460227966,0.18257273733615875,0.2684624195098877,0.0005927364691160619,0.34492107213974654,0.42939659327538016,2,0.2,6,WGAN
0.07221712917089462,0.021281510591506958,0.21080327033996582,0.29963627457618713,0.0004247994511388242,0.22841677336672825,0.2870642044072784,2,0.2,7,WGAN
0.046189576387405396,0.047322630882263184,0.18073250353336334,0.26896506547927856,0.031624794006347656,0.2572450486216789,0.3279173242552154,2,0.2,7,Best diagonal Gaussian
