rho,num_seeds,theoretical_diag_var,wgan_var_1_mean,wgan_var_1_std,wgan_var_2_mean,wgan_var_2_std,wgan_var_mean_mean,wgan_var_mean_std
0.0,50,1.0,0.991042833328247,0.08906055088702268,0.9696201145648956,0.0971850897625066,0.9803314739465714,0.08083326983864499
0.2,50,0.9898979485566356,0.9749560666084289,0.07162267955382655,0.9826366698741913,0.060473279737785664,0.9787963682413101,0.04587222900963081
0.4,50,0.9582575694955839,0.9520220363140106,0.052271167495476646,0.9376074743270874,0.045147560907858146,0.944814755320549,0.03486667522742997
0.6,50,0.9,0.8872741794586182,0.04115666051663378,0.8837089669704438,0.05442738072547557,0.885491573214531,0.03660448463885073
0.8,50,0.7999999999999999,0.7737794232368469,0.050797946222192164,0.7664932417869568,0.06080034694684249,0.7701363325119018,0.045283163280433573
