rho,seed,product_minus_diag_w1,product_minus_diag_w2,wgan_minus_diag_w1,wgan_minus_diag_w2
0.2,2,0.06658108427851403,0.09736108841949803,0.02146292407839881,0.036573804742213945
0.2,3,0.03740167080503193,0.03929343089079318,0.018084717175921278,0.024383661979632154
0.2,4,0.05639664125955235,0.07184531896992957,-0.01070629722450181,-0.0012823953121452458
0.2,5,0.021823445554171622,0.015169615031503547,0.05276848163912207,0.05825318696830245
0.2,6,0.007220959890295031,0.012806902787568686,-0.0376527039225967,-0.023360746433613633
0.2,7,0.027481549718599757,0.045041051432541945,0.025178685576613846,0.05443806830962011
0.2,8,0.026323604631360797,0.04850901193884444,-0.01982447812343263,-0.03418748904271124
0.2,9,0.009100857694669229,-0.0001406097996201061,0.005144992560010636,-0.005454562619164882
0.2,10,0.00840076493872613,0.022253926408620728,-0.004485378675963297,-0.0030815500282698194
0.2,11,0.04058402454760096,0.057640855941539615,0.03695122757622735,0.05606229606557617
0.2,12,-0.019447762493174703,-0.01627076251614079,0.05031992568188759,0.07267130023183066
0.2,13,0.0037109421579915314,0.007604707824070078,-0.005263650887672527,-0.015740827603807517
0.2,14,-0.00511813797045696,-0.006363832952781867,-0.0272656988751335,-0.03228306252455493
0.2,15,-0.017803434687223202,-0.026968543019830815,0.027915038996371322,0.03715865456440992
0.2,16,-0.020938107566053632,-0.03111051921705188,0.020957925669885497,0.010656357798993987
0.2,17,-0.03629758220104984,-0.041958276941960415,-0.04466524643365061,-0.06605245024471895
0.2,18,0.012441240317897229,0.008060967646728145,0.020741105988412445,0.031104563367414517
0.2,19,-0.02235740413408907,-0.020241062332651605,-0.004279149027827722,0.010818757491227404
0.4,0,-0.0250407495083578,-0.038088127260774096,-0.007790456151238745,-0.000997764490947295
0.4,1,-0.013162109407536982,-0.025155808166977545,-0.0414435023894805,-0.0650028487973317
0.4,2,0.0020635594288558323,0.011322619963656133,-0.07271384675131559,-0.06515738526939174
0.4,3,-0.0190321847076646,-0.011371413270063135,-3.113664104470448e-05,0.014776833976132775
0.4,4,-0.013977299447073765,0.018510951545846754,-0.010430821143645186,0.004182274404991304
