mean_error,diag_var_error,offdiag_cov_error,cov_fro_error,avg_abs_corr,w1,w2,data_dim,rho,seed,method
0.11229297518730164,0.2455294132232666,0.49204254150390625,4.738259792327881,0.017612800002098083,2.448719524641923,2.61348318147248,10,0.5,0,Best diagonal Gaussian
0.10868227481842041,0.19525554776191711,0.49033206701278687,4.713789939880371,0.016716046258807182,2.503293983274333,2.6762726258931337,10,0.5,0,WGAN
0.10751430690288544,0.03794797509908676,0.49382051825523376,4.694295883178711,0.018015634268522263,2.596717713366547,2.730943085327103,10,0.5,0,Product marginals
0.08324392139911652,0.29716211557388306,0.5180371403694153,5.0127482414245605,0.018020091578364372,2.403756207144792,2.57643498918005,10,0.5,1,WGAN
0.11941254138946533,0.2521117627620697,0.5188083052635193,4.994820594787598,0.01827927492558956,2.420524947829841,2.5780268489854983,10,0.5,1,Best diagonal Gaussian
0.10002309083938599,0.03726537153124809,0.5168797969818115,4.914025783538818,0.019057882949709892,2.601788544599103,2.746129648795874,10,0.5,1,Product marginals
0.08971953392028809,0.2543092966079712,0.5113288164138794,4.923002243041992,0.01827964559197426,2.3773239604674083,2.5147182103995624,10,0.5,2,Best diagonal Gaussian
0.13076700270175934,0.2709673047065735,0.5101276636123657,4.926399230957031,0.01779821328818798,2.3863803580617153,2.4979876843264353,10,0.5,2,WGAN
0.07760020345449448,0.01934492588043213,0.5146520733833313,4.889393329620361,0.014677644707262516,2.512405761848978,2.6268542628270053,10,0.5,2,Product marginals
0.10010694712400436,0.521399974822998,0.7898746728897095,7.674271583557129,0.017612800002098083,2.3234979682474792,2.5544225952949957,10,0.8,0,Best diagonal Gaussian
0.16378946602344513,0.25409549474716187,0.7890063524246216,7.538876056671143,0.016848379746079445,2.6231419053252254,2.8353868467614953,10,0.8,0,WGAN
0.10478683561086655,0.03792024776339531,0.7896906733512878,7.496798992156982,0.019289711490273476,2.859354310965289,3.020262720267336,10,0.8,0,Product marginals
0.39047250151634216,0.5575045943260193,0.8348984718322754,8.11762523651123,0.018228020519018173,2.412245406784085,2.708620059474394,10,0.8,1,WGAN
0.08679316192865372,0.552139401435852,0.8353118300437927,8.116527557373047,0.01827927865087986,2.4224333454435576,2.7053836087929644,10,0.8,1,Best diagonal Gaussian
0.08190636336803436,0.025269359350204468,0.8322906494140625,7.899544715881348,0.017284028232097626,2.880885097201359,3.0718811517918296,10,0.8,1,Product marginals
0.08264444023370743,0.5429776906967163,0.8167341351509094,7.937929630279541,0.018279647454619408,2.4293635013717094,2.6822159716432568,10,0.8,2,Best diagonal Gaussian
