data_dim,rho,method,num_seeds,w1_mean,w1_std,w2_mean,w2_std,mean_error_mean,mean_error_std,diag_var_error_mean,diag_var_error_std,offdiag_cov_error_mean,offdiag_cov_error_std,cov_fro_error_mean,cov_fro_error_std,avg_abs_corr_mean,avg_abs_corr_std
2,0.2,Best diagonal Gaussian,10,0.30093242145310156,0.03574737405359454,0.37873606929137277,0.035829236866571586,0.054096876084804534,0.02380003036206939,0.03950052261352539,0.02067396204076937,0.20066944807767867,0.020392149772207182,0.29238143265247346,0.026269853594228995,0.014438527741003782,0.009982186937401315
2,0.2,Product marginals,10,0.295083357495504,0.02378507965076577,0.3706089162535151,0.025820945386873368,0.06793833626434206,0.031844106325699104,0.04149527847766876,0.02274916067839852,0.20175637900829316,0.03670469014872196,0.2938026160001755,0.054490932772195556,0.024861237918958067,0.02182955045280119
2,0.2,WGAN,10,0.670108569313991,0.07098299624809043,0.7882516062782375,0.06927681470035957,0.14958814196288586,0.054637796466761125,0.7278272986412049,0.06302406853777608,0.1997849687933922,0.014001843909721262,1.0750733077526093,0.08168179731405165,0.015565359918400645,0.011634964146630383
2,0.5,Best diagonal Gaussian,10,0.3430017266606786,0.041592415556935054,0.44233730417810707,0.053753266667719235,0.0526793691329658,0.025876208700692408,0.07004443705081939,0.030483815485076855,0.49926831424236295,0.020414861915656987,0.7158703327178955,0.028416180151092336,0.014438529149629176,0.009982189104172612
2,0.5,Product marginals,10,0.3700766625700592,0.038695251740285354,0.4836214105973804,0.050983355716309874,0.06544892396777868,0.036696171185152344,0.037761989235877993,0.018281801081518525,0.4994913339614868,0.044059323969441795,0.7094588994979858,0.06319839419670592,0.026615126384422184,0.020339049400837736
2,0.5,WGAN,10,0.6443805823109224,0.06440677315654798,0.7900974633916704,0.07336722726346381,0.13159095160663128,0.05971039383424102,0.7299676656723022,0.05782717367325577,0.4981121957302094,0.018496530751579827,1.2573445320129395,0.07052409458462734,0.016768793168012053,0.013621624712099883
2,0.8,Best diagonal Gaussian,10,0.5849533126935305,0.0570674680338095,0.7252485767095171,0.057562694772477364,0.04972089901566505,0.02979385837843432,0.20154141783714294,0.03348611401430181,0.7975942313671112,0.024304667819229048,1.1647618532180786,0.039764804341050966,0.01443852677475661,0.009982187574468384
2,0.8,Product marginals,10,0.5786970579608837,0.03315188916933969,0.7191819457640297,0.04451905003488607,0.06244625318795442,0.04057215583491565,0.0352037787437439,0.017007552050004315,0.7967551708221435,0.04989483303320876,1.128495490550995,0.07127657819752323,0.025437644706107675,0.017707965805672875
2,0.8,WGAN,10,0.718468574843371,0.0384199648807544,0.9039342114856085,0.0485964621596877,0.09512802856042982,0.049305965962289415,0.7473516941070557,0.04759929069354924,0.7954081594944,0.02601653762524509,1.5483627200126648,0.06384438306331522,0.017290608817711474,0.013947751371260008
5,0.2,Best diagonal Gaussian,10,1.1140831349549671,0.025714267472418343,1.2065617036650358,0.02948380518697216,0.08295203074812889,0.02865865181920204,0.04716685302555561,0.010345855353962182,0.1968635782599449,0.009983738898412553,0.8969663262367249,0.044884905641031383,0.01700277328491211,0.003062237582345236
