method,num_seeds,w1_mean,w1_std,w2_mean,w2_std,mean_error_mean,mean_error_std,var_error_mean,var_error_std,corr_mean,corr_std
Best diagonal Gaussian,20,0.19809255441119283,0.024488823489064313,0.25015424095718225,0.026895030650802638,0.05422271501738578,0.024629179870464066,0.042400047183036804,0.02853879015092099,-0.00297019102727063,0.021525244676331726
Product marginals,20,0.20434798731303921,0.023268305743255804,0.2611342861436906,0.02817004101934601,0.06163847139105201,0.023762885083623266,0.04230081737041473,0.026682171636361458,-0.0031079024960490643,0.02099494690399587
WGAN,20,0.26815541508148943,0.06761941819081643,0.3306177019052653,0.07309213603684055,0.1459870663937181,0.1018962303230971,0.09579321891069412,0.06626619028206372,-0.010931999720924068,0.022820726869452114
